job,marital,education,housing,loan,contact,campaign,poutcome,y
entrepreneur,married,secondary,no,no,telephone,1,unknown,no
admin.,divorced,secondary,yes,no,cellular,4,failure,no
blue-collar,married,primary,no,no,cellular,3,unknown,no
services,married,secondary,yes,no,unknown,1,unknown,no
retired,married,primary,no,no,unknown,1,unknown,no
admin.,married,secondary,yes,no,unknown,1,unknown,no
unemployed,divorced,secondary,no,no,cellular,3,unknown,no
services,married,primary,yes,no,cellular,1,failure,no
management,married,tertiary,yes,no,telephone,1,unknown,no
services,single,secondary,yes,no,cellular,1,unknown,no
management,married,primary,yes,no,telephone,4,unknown,no
admin.,single,secondary,yes,no,cellular,1,unknown,no
technician,divorced,secondary,yes,no,unknown,2,unknown,no
blue-collar,married,secondary,no,no,cellular,1,unknown,no
blue-collar,married,primary,no,no,cellular,1,unknown,no
management,married,tertiary,no,no,cellular,1,unknown,no
management,single,secondary,no,no,cellular,4,unknown,no
technician,married,tertiary,no,no,cellular,1,unknown,no
admin.,married,secondary,yes,yes,unknown,1,unknown,no
admin.,single,secondary,no,no,cellular,2,success,yes
technician,single,unknown,no,no,cellular,4,unknown,no
services,married,secondary,yes,no,cellular,13,unknown,no
blue-collar,married,secondary,yes,no,unknown,1,unknown,no
admin.,married,secondary,no,no,cellular,3,unknown,no
blue-collar,married,primary,yes,no,cellular,6,unknown,no
self-employed,married,secondary,no,no,cellular,2,unknown,no
management,married,tertiary,no,no,cellular,5,unknown,no
management,single,tertiary,no,no,telephone,1,unknown,no
student,single,secondary,yes,no,cellular,1,unknown,no
blue-collar,married,primary,no,no,unknown,2,unknown,no
technician,married,secondary,yes,no,cellular,3,other,no
retired,married,secondary,no,no,cellular,1,failure,no
self-employed,married,tertiary,yes,no,unknown,32,unknown,no
technician,single,secondary,no,no,unknown,1,unknown,no
admin.,married,secondary,yes,no,cellular,2,success,no
blue-collar,married,primary,no,no,cellular,9,unknown,no
management,single,tertiary,no,no,cellular,2,unknown,yes
blue-collar,married,secondary,no,yes,cellular,1,unknown,yes
technician,divorced,secondary,yes,no,cellular,13,unknown,no
technician,married,secondary,yes,no,unknown,1,unknown,no
student,single,secondary,no,no,cellular,2,unknown,no
services,married,secondary,yes,no,cellular,2,unknown,no
technician,married,secondary,yes,no,cellular,1,failure,no
blue-collar,married,secondary,yes,no,unknown,2,unknown,no
technician,married,secondary,yes,yes,cellular,1,failure,no
self-employed,single,tertiary,no,no,cellular,3,unknown,no
management,divorced,tertiary,yes,no,unknown,3,unknown,no
unemployed,married,primary,no,no,cellular,2,unknown,no
student,single,secondary,no,no,cellular,13,unknown,no
entrepreneur,married,unknown,yes,no,unknown,2,unknown,no
self-employed,married,secondary,no,no,cellular,10,unknown,no
management,married,tertiary,yes,no,cellular,1,failure,no
retired,married,secondary,no,no,cellular,5,unknown,no
services,divorced,secondary,yes,no,cellular,2,unknown,no
retired,married,unknown,no,no,cellular,1,unknown,no
services,married,secondary,yes,yes,cellular,1,unknown,no
management,married,tertiary,yes,no,cellular,1,unknown,no
blue-collar,married,secondary,no,no,cellular,3,other,no
technician,single,tertiary,no,yes,cellular,1,failure,no
management,married,tertiary,yes,yes,cellular,3,unknown,no
technician,single,secondary,no,no,cellular,1,unknown,yes
admin.,married,secondary,yes,yes,telephone,3,unknown,no
management,single,tertiary,no,no,cellular,2,unknown,no
technician,married,secondary,yes,no,cellular,2,unknown,no
management,divorced,tertiary,yes,no,cellular,6,unknown,no
self-employed,single,secondary,yes,no,cellular,7,unknown,no
self-employed,married,tertiary,yes,yes,cellular,4,unknown,no
blue-collar,married,secondary,yes,no,unknown,2,unknown,no
blue-collar,married,secondary,no,yes,cellular,2,unknown,no
self-employed,married,tertiary,no,no,unknown,2,unknown,no
technician,married,secondary,no,yes,cellular,1,unknown,no
services,married,secondary,yes,yes,unknown,7,unknown,no
technician,married,secondary,no,no,cellular,1,unknown,no
unemployed,single,tertiary,yes,no,cellular,1,unknown,no
entrepreneur,married,unknown,no,no,cellular,1,unknown,no
housemaid,married,primary,yes,no,cellular,2,failure,no
housemaid,married,primary,no,no,cellular,4,unknown,no
retired,divorced,unknown,yes,no,cellular,1,failure,no
technician,divorced,secondary,yes,no,telephone,3,unknown,no
retired,divorced,tertiary,yes,yes,cellular,3,unknown,no
entrepreneur,married,tertiary,yes,yes,telephone,1,unknown,no
blue-collar,married,primary,yes,no,cellular,2,success,no
services,single,secondary,no,no,cellular,1,unknown,yes
blue-collar,married,primary,yes,no,cellular,1,unknown,no
admin.,married,secondary,yes,yes,cellular,2,unknown,no
blue-collar,married,secondary,yes,no,unknown,1,unknown,no
technician,divorced,tertiary,no,no,cellular,8,unknown,no
unemployed,single,tertiary,no,no,telephone,1,unknown,no
technician,married,tertiary,yes,yes,cellular,1,unknown,no
services,single,secondary,no,no,unknown,2,unknown,no
blue-collar,married,secondary,yes,no,unknown,1,unknown,no
entrepreneur,single,tertiary,no,no,cellular,3,unknown,no
self-employed,married,tertiary,no,no,cellular,2,unknown,yes
technician,married,tertiary,yes,no,cellular,1,failure,no
blue-collar,married,secondary,yes,no,unknown,1,unknown,no
management,single,tertiary,yes,yes,cellular,2,unknown,no
management,single,secondary,no,no,cellular,2,unknown,no
technician,married,tertiary,yes,no,cellular,1,unknown,no
technician,married,tertiary,no,no,cellular,3,success,yes
blue-collar,married,primary,yes,no,unknown,2,unknown,no
technician,single,tertiary,yes,no,cellular,8,unknown,no
blue-collar,single,secondary,yes,no,cellular,1,unknown,no
management,single,tertiary,no,no,cellular,1,failure,no
self-employed,married,tertiary,no,no,cellular,2,unknown,no
technician,married,secondary,yes,yes,unknown,2,unknown,no
management,single,tertiary,yes,no,cellular,1,unknown,no
retired,married,secondary,yes,yes,cellular,1,unknown,no
technician,married,secondary,no,no,cellular,2,unknown,no
management,married,tertiary,no,no,cellular,1,failure,no
management,single,tertiary,yes,yes,cellular,8,unknown,yes
technician,married,tertiary,no,no,cellular,1,failure,no
blue-collar,married,secondary,yes,no,unknown,13,unknown,no
retired,married,secondary,no,no,cellular,10,unknown,no
self-employed,divorced,tertiary,no,no,unknown,1,unknown,yes
management,divorced,tertiary,no,yes,cellular,1,unknown,no
blue-collar,divorced,primary,yes,no,unknown,5,unknown,no
self-employed,married,secondary,no,no,cellular,4,unknown,no
blue-collar,divorced,secondary,no,yes,cellular,5,unknown,no
management,single,tertiary,yes,no,unknown,3,unknown,yes
admin.,divorced,unknown,no,no,unknown,8,unknown,no
unknown,married,unknown,no,no,unknown,2,unknown,no
admin.,single,secondary,yes,no,unknown,2,unknown,no
management,married,tertiary,yes,no,unknown,2,unknown,yes
entrepreneur,single,tertiary,yes,yes,cellular,10,unknown,no
self-employed,married,secondary,no,no,cellular,4,unknown,yes
technician,married,tertiary,no,no,cellular,2,unknown,no
management,divorced,tertiary,yes,no,telephone,3,failure,no
entrepreneur,married,secondary,yes,no,cellular,4,unknown,no
management,married,primary,yes,yes,cellular,2,failure,no
housemaid,single,tertiary,yes,no,cellular,2,failure,no
entrepreneur,single,tertiary,no,no,cellular,1,failure,no
self-employed,divorced,tertiary,yes,no,unknown,2,unknown,no
services,married,secondary,no,yes,cellular,1,unknown,no
retired,married,secondary,no,no,cellular,6,unknown,no
retired,married,primary,yes,no,unknown,7,unknown,no
retired,divorced,primary,yes,no,cellular,6,unknown,no
retired,married,primary,no,no,cellular,1,success,no
technician,married,secondary,no,no,cellular,1,success,no
management,married,tertiary,yes,no,cellular,2,unknown,no
technician,divorced,secondary,yes,yes,cellular,1,other,no
management,single,tertiary,yes,no,cellular,5,unknown,yes
technician,single,tertiary,yes,no,cellular,2,unknown,yes
entrepreneur,married,primary,yes,no,cellular,2,other,no
blue-collar,single,secondary,yes,no,unknown,6,unknown,no
technician,married,secondary,no,no,telephone,1,failure,no
management,married,tertiary,no,no,cellular,1,unknown,no
management,married,primary,no,yes,cellular,1,failure,no
retired,divorced,secondary,no,no,cellular,1,unknown,no
technician,married,secondary,no,yes,telephone,4,unknown,no
blue-collar,married,secondary,no,no,unknown,1,unknown,no
technician,married,secondary,yes,no,cellular,1,failure,no
entrepreneur,married,unknown,yes,no,cellular,1,failure,no
management,married,tertiary,yes,no,unknown,4,unknown,no
unemployed,divorced,secondary,no,no,cellular,3,unknown,no
technician,married,secondary,yes,no,cellular,4,other,no
management,single,tertiary,yes,no,telephone,3,unknown,no
blue-collar,married,secondary,no,yes,cellular,2,unknown,no
services,single,secondary,no,no,unknown,6,unknown,no
housemaid,married,primary,no,no,unknown,3,unknown,no
admin.,single,unknown,no,no,cellular,1,unknown,no
technician,married,secondary,no,yes,cellular,2,unknown,no
self-employed,married,secondary,yes,no,cellular,16,unknown,no
technician,single,tertiary,yes,no,cellular,2,unknown,no
services,single,secondary,no,no,cellular,3,success,yes
services,married,secondary,yes,no,cellular,2,failure,no
management,married,tertiary,yes,no,cellular,5,unknown,no
blue-collar,married,primary,yes,no,unknown,5,unknown,no
management,married,primary,no,no,telephone,1,unknown,no
technician,single,tertiary,yes,yes,unknown,5,unknown,no
technician,single,secondary,yes,no,unknown,1,unknown,no
student,single,tertiary,no,yes,cellular,1,unknown,no
blue-collar,single,primary,yes,no,unknown,1,unknown,no
entrepreneur,married,unknown,no,no,cellular,2,unknown,no
management,married,tertiary,no,no,cellular,2,unknown,no
retired,married,secondary,no,yes,cellular,4,unknown,no
self-employed,married,tertiary,yes,no,cellular,1,unknown,no
technician,married,secondary,yes,no,cellular,1,unknown,no
blue-collar,single,secondary,no,yes,unknown,3,unknown,no
entrepreneur,married,tertiary,no,no,cellular,1,failure,no
services,married,secondary,yes,no,cellular,1,unknown,no
technician,single,tertiary,yes,no,cellular,1,unknown,no
management,divorced,tertiary,no,no,cellular,6,unknown,yes
blue-collar,married,secondary,no,no,unknown,2,unknown,no
retired,married,unknown,no,no,unknown,1,unknown,yes
self-employed,divorced,tertiary,yes,no,unknown,2,unknown,yes
technician,single,tertiary,no,no,cellular,1,unknown,no
retired,married,primary,no,no,unknown,1,unknown,no
blue-collar,married,secondary,yes,no,unknown,1,unknown,no
housemaid,married,primary,no,no,unknown,2,unknown,no
blue-collar,married,primary,no,no,unknown,1,unknown,no
housemaid,divorced,secondary,no,no,cellular,2,unknown,no
technician,single,tertiary,no,no,cellular,2,unknown,no
student,single,secondary,no,no,cellular,1,failure,no
management,single,tertiary,no,no,cellular,6,unknown,no
admin.,single,secondary,no,no,cellular,1,unknown,no
blue-collar,married,secondary,no,no,cellular,4,unknown,no
management,married,tertiary,no,no,unknown,3,unknown,no
blue-collar,married,secondary,yes,no,cellular,2,failure,no
blue-collar,married,secondary,yes,yes,cellular,13,unknown,no
entrepreneur,married,tertiary,no,no,unknown,1,unknown,no
technician,single,tertiary,yes,no,cellular,1,unknown,no
management,married,tertiary,no,no,cellular,3,unknown,no
services,married,secondary,yes,yes,unknown,2,unknown,no
technician,single,secondary,no,no,cellular,1,other,no
management,married,tertiary,yes,no,cellular,3,other,no
management,single,tertiary,yes,no,cellular,1,unknown,no
student,single,unknown,no,no,cellular,1,unknown,no
technician,married,secondary,yes,yes,cellular,3,unknown,no
management,single,tertiary,yes,no,cellular,2,unknown,no
self-employed,single,secondary,yes,no,unknown,2,unknown,no
blue-collar,married,primary,no,yes,cellular,1,failure,no
management,married,tertiary,no,yes,cellular,1,unknown,yes
admin.,married,secondary,yes,no,cellular,2,unknown,no
admin.,single,secondary,yes,no,cellular,2,unknown,no
services,single,secondary,no,no,cellular,1,unknown,no
technician,divorced,secondary,no,no,cellular,2,unknown,no
technician,married,secondary,no,no,cellular,1,unknown,yes
technician,single,secondary,yes,no,cellular,1,failure,no
services,married,secondary,no,no,cellular,2,unknown,no
management,married,tertiary,no,no,cellular,3,unknown,no
management,single,secondary,no,no,cellular,1,unknown,yes
services,married,secondary,yes,no,cellular,1,other,no
retired,married,primary,no,no,cellular,4,unknown,yes
management,married,tertiary,yes,yes,cellular,1,unknown,no
management,married,secondary,no,yes,telephone,1,unknown,no
technician,single,secondary,yes,yes,cellular,1,unknown,no
blue-collar,married,secondary,yes,no,cellular,1,unknown,no
entrepreneur,married,primary,no,yes,cellular,1,unknown,no
blue-collar,divorced,primary,yes,no,unknown,1,unknown,no
admin.,divorced,primary,no,no,unknown,10,unknown,no
admin.,married,secondary,yes,no,telephone,9,unknown,no
blue-collar,married,primary,yes,no,unknown,9,unknown,no
technician,married,secondary,no,no,cellular,2,unknown,no
blue-collar,married,secondary,yes,no,unknown,3,unknown,no
admin.,single,secondary,yes,no,cellular,3,unknown,no
management,married,tertiary,yes,yes,cellular,1,unknown,yes
admin.,married,secondary,yes,no,cellular,2,unknown,no
blue-collar,married,primary,yes,no,unknown,1,unknown,no
entrepreneur,married,tertiary,no,no,cellular,1,unknown,no
admin.,married,secondary,no,no,cellular,1,unknown,no
blue-collar,single,primary,yes,no,unknown,4,unknown,no
management,single,tertiary,yes,no,cellular,2,unknown,no
technician,single,secondary,yes,no,cellular,1,unknown,no
services,married,secondary,yes,no,cellular,2,failure,no
management,divorced,secondary,no,no,cellular,2,failure,no
management,married,primary,yes,no,unknown,4,unknown,no
admin.,single,secondary,yes,no,unknown,2,unknown,no
admin.,married,primary,yes,no,cellular,3,unknown,no
management,married,tertiary,yes,no,cellular,3,failure,no
blue-collar,single,secondary,yes,yes,cellular,6,unknown,no
technician,married,secondary,yes,no,unknown,2,unknown,no
management,single,tertiary,no,no,cellular,1,unknown,no
unemployed,married,secondary,yes,no,cellular,1,unknown,no
blue-collar,single,primary,yes,yes,unknown,4,unknown,no
management,divorced,tertiary,yes,no,unknown,1,unknown,no
technician,single,secondary,no,no,telephone,8,failure,no
technician,single,secondary,yes,no,unknown,2,unknown,no
blue-collar,married,primary,yes,no,unknown,1,unknown,no
unknown,married,primary,no,no,unknown,1,unknown,no
blue-collar,married,secondary,yes,no,unknown,2,unknown,no
blue-collar,married,secondary,yes,no,cellular,3,unknown,no
management,married,tertiary,yes,no,cellular,1,unknown,no
blue-collar,married,primary,yes,no,unknown,3,unknown,no
blue-collar,single,secondary,yes,no,unknown,3,unknown,no
student,married,tertiary,yes,no,cellular,2,unknown,no
management,divorced,tertiary,no,no,cellular,2,unknown,no
blue-collar,married,primary,yes,no,cellular,2,unknown,no
technician,married,secondary,yes,no,cellular,5,unknown,no
blue-collar,divorced,primary,yes,no,telephone,1,unknown,no
management,single,tertiary,yes,no,cellular,8,unknown,no
management,married,tertiary,yes,no,cellular,3,unknown,no
student,single,secondary,no,no,cellular,3,unknown,no
management,divorced,tertiary,no,no,unknown,1,unknown,no
blue-collar,single,secondary,yes,no,unknown,1,unknown,yes
management,single,tertiary,yes,no,unknown,4,unknown,no
services,divorced,secondary,no,no,unknown,1,unknown,no
management,married,secondary,no,no,telephone,2,unknown,no
